rank,store_id,store_name,website,status,area,primary_category,products
1,city_erbil_ChIJO4XOdpUjB0ARQiQCPCRa3s8,ARI GAMING,https://arigaming.com/,failed,,Electronics,0
2,city_mosul_ChIJf0mipdPrB0ARH8AjdaoTFlY,AlMadar ISP,https://www.almadarisp.iq/,failed,,Networking,0
3,city_erbil_ChIJY1e3SeMjB0ARmwEH_a2-Uh4,Alsuroor Company,https://alsurooriq.com/,failed,,Electronics,0
4,city_erbil_ChIJq2pGJP8iB0ARsTgJw4pEjbc,Bery group showroom پێشانگای گروپی بێری,https://berygroup.com/,failed,,Electronics,0
5,city_sulaymaniyah_ChIJe12di1QvAEARnfcxJg3OCkY,Darin Game,http://www.daringame.co/,failed,,Electronics,0
6,city_basra_ChIJxzTANICXxD8RemZeYy_ODq0,DataNet Telecom LTD,http://datanetiraq.net/,failed,,Networking,0
7,city_basra_ChIJlwvtDXSXxD8RWzwfDq4xzss,Deli Tools Basra عدد دلي البصرة,https://delitoolsbasra.com/en,failed,,Chargers,0
8,city_najaf_ChIJ8QfqDo3XXhURdLH9eUOAVHc,Door Net دور نت لخدمات الانترنت والموبايل والحاسبات,http://www.door.net/,failed,,Phones,0
9,scraped_www_elryan_com,Elryan,https://www.elryan.com/ar/,failed,Online,Electronics,0
10,city_erbil_ChIJnaLjYwQhB0ARDvUUXMeFq1Y,GameStop,http://gamestop.com/,failed,,Electronics,0
11,city_sulaymaniyah_ChIJ0UlBPfAvAEARNfcN6kGPl0Q,Gamesat Store,https://gamesatstore.com/,failed,,Gaming,0
12,city_erbil_ChIJn2l9ZnwjB0ARLpK9wG5IDp0,High Smart Erbil,https://moderninvest.krd/,failed,,Smart Devices,0
13,city_erbil_ChIJLwWCLjQhB0ARVsgZDBirXCo,Home Istanbul,https://www.homeistanbul.com/,failed,,Electronics,0
14,city_erbil_ChIJiR7n890eB0ARC_j93BVXCrw,INSIGHT GROUP,http://www.insightgroup.me/,failed,,Electronics,0
15,city_karbala_ChIJ8QJmKJZrWRURczPeMBDxulw,K.G.C,https://www.kgciq.com/,failed,,Gaming,0
16,city_sulaymaniyah_ChIJYQ8nCiItAEARwkrKyv9GSdI,Kurdsat phone & pc,http://kurdsat.co/,failed,,Tablets,0
17,city_sulaymaniyah_ChIJk3-Bzx0sAEARDfr-M0ECwKk,Kurdtel Telecommunications,http://kurdtel.net/,failed,,Phones,0
18,city_erbil_ChIJ35S-SAAjB0ARM8_k8JwCb5U,Parooni company,https://paroonico.store/,failed,,Networking,0
19,city_sulaymaniyah_ChIJZ7KyBlktAEARh0kOKHfCKsA,Pcnetiq,http://www.pcnetiq.com/,failed,,Gaming,0
20,city_erbil_ChIJ2cVIJf8iB0ARqD6QNB-NwJg,RAM COMPUTER,http://www.ramerbil.com/,failed,,Electronics,0
21,city_baghdad_ChIJ35zU8ROBVxURDSZW9QIhM60,SMART AE,http://www.smartae.com/,failed,,Smart Devices,0
22,city_erbil_ChIJcWwCFbYjB0ARo1kGw6zcrNw,Sarbast Omar Company,http://sarbast-omer.com/,failed,,Electronics,0
23,city_karbala_ChIJKZARAWRrWRUReKUu5PCHSVA,Shopping Shop - Karbala,http://www.shoppingshop.com/,failed,,Chargers,0
24,city_basra_ChIJebK09yWZxD8RDhrClgJoMFs,Smartech,http://www.smartech-iq.com/,failed,,Smart Devices,0
25,city_erbil_ChIJV70vHJ8jB0ARTg5OrouTCrY,Source Tech Co. Ltd,https://sourcetechco.com/,failed,,Networking,0
26,city_erbil_ChIJWYupc-gjB0ARYy608l1mfbw,Tina Co. Erbil,http://www.tina-iq.net/,failed,,Networking,0
27,city_sulaymaniyah_ChIJn2ZODJMuAEARx0kmu3iZ0Ao,Tishknet,https://www.tishknet.com/,failed,,Phones,0
28,city_karbala_ChIJL3X0TW5rWRURMD9ILtGsHlk,Vaiotik – Security and Surveillance | شركة النخبة التقنية,http://www.et.iq/,failed,,Cameras,0
29,city_erbil_ChIJaeNLsG0jB0ARW7j_wDgSJ0s,View Enterprise Company,http://www.view-enterprise.com/iraq,failed,,Electronics,0
30,city_baghdad_ChIJ2fGTae1_VxURyig7BdxIPrE,Zero One Company for ICT Solutions,https://01solutions.net/,failed,,Electronics,0
31,city_sulaymaniyah_ChIJqzZ2JAAtAEARZCN9foaikIg,codify,http://www.codify.ninja/,failed,,Cameras,0
32,city_karbala_ChIJLWnQN-FpWRUR_Q_rn5mPAUM,smtkala,https://smtkala.ir/,failed,,Networking,0
33,city_erbil_ChIJq5TX47shB0ARHy_SNRiZp9I,sonic company شركة سونيك,https://arh.company/,failed,,Electronics,0
34,city_baghdad_ChIJG1mvHX6BVxURG0l6UueEaaE,الزبون للحاسبات والطابعات ALZABON computer&printers,https://maps.app.goo.gl/iMAAQb52fTZWLc1f8,failed,,Electronics,0
35,city_baghdad_ChIJPwFwSXt_VxURimh9Pnu303A,بوينت المنصور,https://pointmobs.com/,failed,,Phones,0
36,city_sulaymaniyah_ChIJHYyAUWwtAEAR-BTto5Srmdc,تاوەری تەندروستی سمارت,https://smarthealth.group/,failed,,Smart Devices,0
37,city_basra_ChIJdQzURAihxD8RunOd4zqbp9Y,حيدر للهواتف النقالة,https://telegram.me/jokoo1,failed,,Phones,0
38,city_basra_ChIJ52mUOtObxD8RD2ruDx0rtos,رايزن للحاسبات /Ryzen PC /Out world,https://microstoreiq.com/,failed,,Electronics,0
39,city_erbil_ChIJGZZLqPgiB0ARH4oPKMEHHGQ,سدرة المنتهى للكومبيوتر,http://sidra-almuntaha.com/,failed,,Networking,0
40,city_kirkuk_ChIJHSNOPbPXVBURqj4oxiTev1s,سوبرفون,http://superphone.online/,failed,,Phones,0
41,city_baghdad_ChIJBWZkc6GBVxURWIHfbgYXW8I,شركة الموقع لتقنية المعلومات المحدودة,http://www.esite.iq/,failed,,Electronics,0
42,city_erbil_ChIJFQMps88jB0AR4QT_8Mx_9NQ,شركة حوراء,http://www.hawra.com/,failed,,Phones,0
43,city_kirkuk_ChIJL9UlcQDXVBUR21bbwUE25HY,شركة ردى,http://www.rada.com/,failed,,Tablets,0
44,city_baghdad_ChIJb5Mygv5_VxURXGKTe3c5lwE,شركة روح التكاتف للتجارة العامة,http://www.aswar.iq/,failed,,Chargers,0
45,city_baghdad_ChIJgfqQrNZ9VxUROB5T0sKi-Do,شركة سمارت نت,http://smartco.network/,failed,,Smart Devices,0
46,city_kirkuk_ChIJCXrfUxDWVBURmpfg6mL5lLQ,شركة عيناي لتجارة قطع غيار الهواتف النقاله وصيانتها,http://www.aynay.com.iq/,failed,,Phones,0
47,city_sulaymaniyah_ChIJB8VKm5otAEARFQ6DU30ZE6o,شركة نسائم البرکات,https://www.nasaemalbarakat.com/,failed,,Accessories,0
48,city_erbil_ChIJxYYN3P8iB0ARQEtxSDvVTMA,شركة نيو داودي New Dawody Company,http://www.newdawody.net/,failed,,Phones,0
49,city_kirkuk_ChIJP5_itzLXVBURlu_Z2hXRkLk,شركة هوا لهواتف نقالة,https://www.hawa.com.iq/,failed,,Phones,0
50,city_baghdad_ChIJw8dd05eDVxURCikryd02TqU,طيف السحابة,http://cloud_tech.net/,failed,,Networking,0
51,city_najaf_ChIJeZko5dTXXhURQOF6W8N5VUU,عالم ابل للهواتف والاكسسوارات,https://app.gini.iq/deeplink/appleworld,failed,,Electronics,0
52,city_baghdad_ChIJ9cgcrgp-VxURgh0twaGgHNU,عين الفهد,http://www.aynalfahad.com/,failed,,Phones,0
53,city_mosul_ChIJ_eDmvlTrB0ARUBMl75Nghw4,كلية العلوم البيئية,http://environmentalscience.uomosul.edu.iq/,failed,,Electronics,0
54,city_nasiriyah_ChIJRT-NUeP93T8RyhGCqE1JEv8,مركز A and H للموبايل / شحن الالعاب والبرامج,http://www.assalcenter.iq.org/,failed,,Phones,0
55,city_basra_ChIJo4Jdo1WZxD8RsdKZ5ms4wmw,مركز التاج للحاسبات,https://altajstore.com/,failed,,Electronics,0
56,city_karbala_ChIJ-0ms6CNvWRURpdxPfvo4W2g,مركز التواصل للهواتف واجهزة الانترنت,http://altawasu.blogspot.com/,failed,,Tablets,0
57,city_karbala_ChIJUz5H24xtWRURtlSmBsIztno,مزاد الطائي للسبح والفضة,http://www.jasim1991.com/,failed,,Electronics,0
58,city_baghdad_ChIJq6gIhQKCVxURcB7pKd82FSU,معرض الدوحة للالكترونيات,http://www.shivaamvaj.com/,failed,,Electronics,0
59,city_baghdad_ChIJaYiAFQB_VxURnS71_4MDmZw,معرض براندات بغداد للاجهزة الكهربائية والمنزلية الوكيل الحصري تبريد+شاشات TCL,https://brandat_baghdad.com/,failed,,Electronics,0
60,city_karbala_ChIJ5cCKDCJrWRURkGZgF4lwXRs,مكتب دايود سنتر,http://www.instegram.com/diode.center,failed,,PC Parts,0
61,city_najaf_ChIJO0YFJoHXXhURMYNqSgTFhxg,مكتب علي المدني للحاسبات وكاميرات المراقبة,http://alialmadani.com/,failed,,Electronics,0
62,city_baghdad_ChIJ6arqXLiBVxURnW3lIkXnLw8,مكتب كاردينيا لخدمات الموبايل والحاسبات,http://cutt.us/DaAH,failed,,Phones,0
63,city_baghdad_ChIJzRYrkWKBVxURNQnz01rLOBQ,نون ستوب گيم,http://www.nonstopgame.xyz/,failed,,Gaming,0
64,city_nasiriyah_ChIJ-ctp6tLj3T8RL2j046xJAQE,هيكفجن ذي قار HIKVISION THIQAR,https://visionthiqar.com/,failed,,Electronics,0
65,city_kirkuk_ChIJL17xd3XXVBURCCYDYmTAZaA,ورشه بلال ومحمد للبرمجة,http://www.bilalgh.cdhost.com/,failed,,Electronics,0
66,city_mosul_ChIJc0qxXcu_B0ARMWrG3BYxXRk,يسر للبصريات,https://autodine.cloud/yusroptical,failed,,Electronics,0
67,city_erbil_ChIJeVPG5XsjB0ARX-0ZvQGpD5I,پڕۆمیدیا,http://www.promediastore.com/,failed,,Cameras,0
68,city_sulaymaniyah_ChIJp77aedEtAEAR306YCeY8Oi0,پێــشانگای ئارام,http://playstation.com/,failed,,Electronics,0
69,city_sulaymaniyah_ChIJmxhf2cAxAEARExstAV8s7uY,ڕێژوان فۆن,http://rezhwan.net/,failed,,Phones,0
70,city_erbil_ChIJm6qMQbcfB0ARFxX323XiQFg,AL Mujahaz AL Daqiq Forch Iraq,http://www.nanosupplier-iq.com/,indexable,,Chargers,0
71,city_erbil_ChIJS2hbOj4jB0ARB1uI9eFYk_I,ALPHA TECH IT SOLUTIONS,http://www.e-alphatech.com/,indexable,,Networking,0
72,city_erbil_ChIJj9tT55IjB0AR0KdCaaPcE2s,Abubazzar (Abualu )( abualu.com ) BSMA Company,https://abualu.com/,indexable,,Networking,0
73,city_sulaymaniyah_ChIJN4suh6kvAEARtryojaJ6YbY,Adnan Camera - عدنان كاميرا,https://www.adnancamera.com/,indexable,,Cameras,0
74,city_baghdad_ChIJryIDXviBVxURzthgc434gOU,Al-Hekma Electronics,http://www.alhekmh.com/,indexable,,Electronics,0
75,city_baghdad_ChIJHwxaA36DVxUR0FngIgf0QUE,AlMATAJIR ALTHALATH - شركة المتاجر الثلاثة,https://hialmatajir.com/,indexable,,Chargers,0
76,city_baghdad_ChIJUdoUuMyBVxURYBSbB2reGL4,Ardunic - اردونك,http://www.ardunic.com/,indexable,,Electronics,0
77,city_erbil_ChIJBU0asyQfB0ARaAkXrXQEF4Q,Arena Erbil,https://arena-website-ashy.vercel.app/,indexable,,Gaming,0
78,city_sulaymaniyah_ChIJ2y8nSectAEARN9KgyfU8p1c,BERNAME Company for IT Solutions,http://www.bername.com/,indexable,,Electronics,0
79,city_erbil_ChIJ3bwFdJIjB0AR8BFC6LOmPfQ,BLUE TECH,http://bluetech.krd/,indexable,,Networking,0
80,city_erbil_ChIJsQft-64jB0ARN87_jYx8ab4,Barakat Mobile Co.,https://barakatphone.com/,indexable,,Accessories,0
81,city_baghdad_ChIJUyQ-9iyBVxURmZtUo50JUpA,Bilad Alrafidayn Tech Baghdad,https://brt-iq.com/,indexable,,Cameras,0
82,city_baghdad_ChIJ4cx4m8GDVxURBU30v7OwAJA,Charge and go اشحن وامشي,https://charge-go.co/,indexable,,Chargers,0
83,city_erbil_ChIJ931_OHgjB0ARKEfBVhacFTI,Chrani Company - Erbil Branch,http://www.chranico.com/,indexable,,Electronics,0
